datetime,Load
2016-05-23,306921.0
2016-05-24,329736.5
2016-05-25,298340.0
2016-05-26,311998.0
2016-05-27,303491.0
2016-05-28,315082.0
2016-05-29,335716.5
2016-05-30,341947.0
2016-05-31,341947.0
2016-06-01,337902.0
2016-06-02,364041.0
2016-06-03,355087.5
2016-06-04,364546.5
2016-06-05,370315.5
2016-06-06,375223.0
2016-06-07,361028.0
2016-06-08,362968.0
2016-06-09,740392.5
2016-06-10,731449.0
2016-06-11,592205.0
2016-06-12,581317.0
2016-06-13,320635.0
2016-06-14,347054.5
2016-06-15,358574.5
2016-06-16,363804.5
2016-06-17,351232.0
2016-06-18,363533.5
2016-06-19,375682.5
2016-06-20,375736.0
2016-06-21,381598.0
2016-06-22,380431.5
2016-06-23,376044.0
2016-06-24,361863.5
2016-06-25,378566.5
2016-06-26,389523.0
2016-06-27,391964.5
2016-06-28,389923.5
2016-06-29,396900.0
2016-06-30,395125.5
2016-07-01,378117.5
2016-07-02,361561.0
2016-07-03,336730.0
2016-07-04,302299.5
2016-07-05,275619.5
2016-07-06,271301.0
2016-07-07,285053.0
2016-07-08,287763.0
2016-07-09,668771.0
2016-07-10,664733.5
2016-07-11,599376.0
2016-07-12,612364.0
2016-07-13,353701.5
2016-07-14,364932.5
2016-07-15,341579.0
2016-07-16,330985.0
2016-07-17,329894.5
2016-07-18,748088.0
2016-07-19,345615.0
2016-07-20,358645.0
2016-07-21,358596.0
2016-07-22,327313.0
2016-07-23,336271.5
2016-07-24,350897.0
2016-07-25,345268.5
2016-07-26,336227.0
2016-07-27,351395.0
2016-07-28,366748.0
2016-07-29,341004.5
2016-07-30,357744.5
2016-07-31,356703.0
2016-08-01,362030.0
2016-08-02,354247.0
2016-08-03,369863.5
2016-08-04,374372.0
2016-08-05,345749.0
2016-08-06,354859.5
2016-08-07,364554.5
2016-08-08,370878.5
2016-08-09,745357.5
2016-08-10,677148.5
2016-08-11,613663.0
2016-08-12,609969.0
2016-08-13,368199.0
2016-08-14,374895.0
2016-08-15,364533.0
2016-08-16,356355.5
2016-08-17,347716.0
2016-08-18,363855.5
2016-08-19,358176.0
2016-08-20,379158.0
2016-08-21,322951.0
2016-08-22,324454.0
2016-08-23,370563.5
2016-08-24,384470.5
2016-08-25,369609.5
2016-08-26,340999.0
2016-08-27,373867.0
2016-08-28,382197.0
2016-08-29,385613.5
2016-08-30,387596.0
2016-08-31,385719.0
2016-09-01,376664.0
2016-09-02,348827.5
2016-09-03,348827.5
2016-09-04,381290.5
2016-09-05,381290.5
2016-09-06,381290.5
2016-09-07,381290.5
2016-09-08,381290.5
2016-09-09,367319.5
2016-09-10,377336.0
2016-09-11,284038.5
2016-09-12,243757.5
2016-09-13,279101.5
2016-09-14,294978.5
2016-09-15,314544.5
2016-09-16,315102.0
2016-09-17,331740.5
2016-09-18,345072.0
2016-09-19,350736.5
2016-09-20,345969.0
2016-09-21,355052.0
2016-09-22,357833.0
2016-09-23,339460.0
2016-09-24,339460.0
2016-09-25,361667.0
2016-09-26,357041.5
2016-09-27,370797.0
2016-09-28,374733.0
2016-09-29,374624.0
2016-09-30,364882.5
2016-10-01,364882.5
2016-10-02,364882.5
2016-10-03,364882.5
2016-10-04,364882.5
2016-10-05,364882.5
2016-10-06,364882.5
2016-10-07,364882.5
2016-10-08,364882.5
2016-10-09,363053.0
2016-10-10,364417.5
2016-10-11,284757.0
2016-10-12,256936.5
2016-10-13,340350.0
2016-10-14,322028.5
2016-10-15,339288.0
2016-10-16,360749.5
2016-10-17,365516.0
2016-10-18,375925.0
2016-10-19,378592.0
2016-10-20,372019.0
2016-10-21,337599.0
2016-10-22,345080.5
2016-10-23,346944.0
2016-10-24,346054.5
2016-10-25,352029.0
2016-10-26,360758.5
2016-10-27,336348.5
2016-10-28,300917.0
2016-10-29,321026.5
2016-10-30,333577.5
2016-10-31,347057.0
2016-11-01,347057.0
2016-11-02,347057.0
2016-11-03,347057.0
2016-11-04,347057.0
2016-11-05,347057.0
2016-11-06,347057.0
2016-11-07,347057.0
2016-11-08,347057.0
2016-11-09,340840.5
2016-11-10,323452.5
2016-11-11,252941.5
2016-11-12,267930.5
2016-11-13,284311.0
2016-11-14,284879.0
2016-11-15,279085.0
2016-11-16,278972.5
2016-11-17,280169.0
2016-11-18,245740.5
2016-11-19,265865.5
2016-11-20,274337.0
2016-11-21,273425.5
2016-11-22,273326.0
2016-11-23,272890.0
2016-11-24,274209.0
2016-11-25,243742.5
2016-11-26,259757.5
2016-11-27,269592.5
2016-11-28,271350.0
2016-11-29,274660.5
2016-11-30,277524.5
2016-12-01,277524.5
2016-12-02,277524.5
2016-12-03,277524.5
2016-12-04,277524.5
2016-12-05,277524.5
2016-12-06,277524.5
2016-12-07,277524.5
2016-12-08,277524.5
2016-12-09,305318.5
2016-12-10,315572.0
2016-12-11,272357.0
2016-12-12,267254.5
2016-12-13,253036.5
2016-12-14,261323.5
2016-12-15,266603.5
2016-12-16,226134.5
2016-12-17,248773.0
2016-12-18,266167.0
2016-12-19,264316.5
2016-12-20,264951.5
2016-12-21,266532.0
2016-12-22,268378.5
2016-12-23,242365.5
2016-12-24,261011.5
2016-12-25,268078.5
2016-12-26,271589.0
2016-12-27,271589.0
2016-12-28,269524.0
2016-12-29,268155.0
2016-12-30,239741.5
2016-12-31,239741.5
2017-01-01,264626.0
2017-01-02,295019.5
2017-01-03,316585.0
2017-01-04,359440.0
2017-01-05,252382.5
2017-01-06,348894.0
2017-01-07,343334.5
2017-01-08,405503.5
2017-01-09,327531.5
2017-01-10,365716.70000000007
2017-01-11,305988.5
2017-01-12,260243.70000000004
2017-01-13,245394.5
2017-01-14,260269.0
2017-01-15,267758.5
2017-01-16,271244.0
2017-01-17,276977.0
2017-01-18,280438.5
2017-01-19,285944.0
2017-01-20,257012.5
2017-01-21,257012.5
2017-01-22,284893.5
2017-01-23,288348.0
2017-01-24,292172.0
2017-01-25,291911.0
2017-01-26,298617.0
2017-01-27,271351.0
2017-01-28,282588.5
2017-01-29,294385.5
2017-01-30,295132.5
2017-01-31,295537.5
2017-02-01,265113.5
2017-02-02,293129.5
2017-02-03,643128.2
2017-02-04,366998.0
2017-02-05,271016.0
2017-02-06,321038.5
2017-02-07,357025.5
